ph,Chloramines,Turbidity,Conductivity,Hardness,Potability
6.62,2.64,3.47,290.88,294.47,1
8.5,1.04,1.49,693.21,217.08,1
6.76,1.53,2.94,494.36,226.35,1
9.19,0.05,7.42,12.02,29.13,0
6.57,0.45,4.77,776.22,286.51,1
9.11,0.02,6.15,1074.03,7.49,0
6.86,3.81,2.21,198.19,292.53,1
9.33,0.06,6.56,1383.13,425.54,0
8.49,1.7,2.18,111.84,253.59,1
6.99,0.97,1.44,709.44,167.77,1
5.67,0.07,9.48,1724.94,3.02,0
7.11,3.47,2.9,65.58,220.95,1
9.18,0.07,5.19,897.15,8.43,0
7.07,0.65,0.43,537.19,200.68,1
6.52,2.6,3.08,712.94,216.94,1
7.87,1.11,3.88,752.33,227.9,1
8.74,5.99,8.72,21.1,490.85,0
5.91,5.47,5.14,32.29,462.45,0
9.33,4.96,7.9,1711.68,21.76,0
9.25,5.97,8.42,1410.98,479.39,0
8.02,0.45,0.41,784.33,158.01,1
9.32,4.47,8.04,43.74,397.25,0
6.86,1.01,3.77,744,275.2,1
7.27,2.11,4.91,454.32,232.09,1
9.23,5.4,9.33,47,364.42,0
5.84,0.07,8.72,1191.21,457.6,0
5.16,5.26,6.01,48.39,39.64,0
7.71,2.63,3.06,274.99,75.04,1
9.44,5.31,9.13,29.75,462.37,0
6.66,2.2,1.62,730.68,165.69,1
5.38,0.06,7.51,26.79,4.94,0
7.53,2.97,4.51,376.2,274.25,1
5.22,4.57,7.75,1841.99,30.55,0
5.74,0.03,8.3,1097.49,338.33,0
7.15,2.46,0.32,173.86,244.72,1
7.76,1.31,1.02,755.37,204.01,1
7.17,0.6,4.12,375.36,201.53,1
6.53,0.59,4.16,249.61,139.72,1
8.29,3.19,0.93,279.32,218.19,1
9.22,0.03,8.18,25.61,401.66,0
5.04,5.46,9.64,10.16,38.36,0
5.06,4.79,9.19,12.62,410.25,0
5.63,0.06,8.55,43.73,24.62,0
7.4,0.57,4.11,599.18,246.45,1
6.83,1.78,0.28,251.89,173.5,1
6.58,3.43,1.75,688.2,169.58,1
7.52,2.94,1.08,480.43,111.67,1
6.14,4.79,6.03,37.17,27.77,0
8.87,0.02,7.68,1483.17,332.34,0
6.1,0.02,6.24,1782.51,6.59,0
9.12,4.54,6.25,1949.29,20.92,0
7.41,3.51,4.72,589.37,178.87,1
5.21,0.08,7.72,14.61,527.72,0
6.24,0.04,6.31,1020.72,484.7,0
6.65,2.91,4.51,116.34,231.07,1
7.77,2.01,2.45,609.73,265.76,1
7.12,3.51,4.19,326,237.05,1
8.77,0.07,7.79,1645.7,5.55,0
5.28,4.29,6.22,1063.48,39.91,0
9.18,4.37,8.56,21.58,573.66,0
8.07,1.84,4.98,467.52,279.15,1
6.62,0.44,3.34,526.74,74.92,1
6.06,4.5,5.45,28.96,398.22,0
5.99,5.01,8.87,41.23,304.76,0
7.5,0.17,1.44,635.25,209.77,1
5.87,5.59,6.91,12.72,393.76,0
7.62,1.14,0.08,455.61,152.24,1
8.43,2.89,2.16,603.66,114.76,1
6.6,3.19,4.87,66.34,252.6,1
6.37,5.57,7.96,918.72,362.07,0
8.85,0.05,8.81,27.48,582.49,0
5.46,0.06,7.5,46.11,401.46,0
5.49,0.09,9.16,1937.28,386.99,0
8.45,2.37,3.53,160.71,114.74,1
6.58,2.06,1.27,792.44,77.26,1
5.68,0.02,6.29,1944.31,49.34,0
6.63,2.59,1.19,646.59,127.43,1
7.75,0.73,3.56,697.39,299.98,1
9.36,0.07,5.37,10.5,387.25,0
7.83,0.33,4.2,709.49,129.91,1
7.53,2.06,0.53,674.37,100.75,1
7.66,1.68,2.39,580.65,219.2,1
7.81,3.23,0.09,430.03,259.8,1
5.91,0.02,9.91,31.39,34.53,0
8.15,0.65,3.48,550.44,153.13,1
9.19,5.26,8.53,1392.94,40.04,0
8.86,0.08,5.49,1586.01,588.67,0
7.01,3.96,4.29,362.51,103.78,1
5.74,0.03,5.91,18.97,16.95,0
7.93,2.7,3.59,391.78,145.49,1
9.45,0.06,6.69,31.71,9.26,0
5.09,0.07,7.91,846.21,24.45,0
9.13,0.01,7.14,47.36,17.07,0
7.35,0.81,2.19,390.31,214.02,1
5.17,0.01,6.12,42.31,14.32,0
7.95,3.51,1.27,657.41,108.89,1
5.01,5.95,9.29,11.14,450.69,0
7.53,0.3,1.57,67.29,248.38,1
5.07,5.78,9.34,18.72,367.92,0
7.98,1.65,1.39,326.69,60.12,1
8.43,3.85,0.27,59.31,287.79,1
7.42,2.41,4.59,796.14,164.34,1
7.22,0.31,4.95,320.3,159.8,1
9.36,4.56,7.35,17.18,344.49,0
8.44,2.87,3.64,649.67,243.19,1
7.32,1.09,3.4,420.58,167.32,1
5.28,4.72,6.99,1913.97,36.76,0
5.7,4.69,8.26,934.64,40.02,0
8,2.37,0.77,270.82,227.54,1
9.29,4.86,9.66,1020.72,27.77,0
7.98,3.86,0.02,712.16,261.78,1
6.2,5.57,8.67,1129.17,3.18,0
9.12,5.61,9.72,31.03,494.96,0
8.79,0.06,9.46,29.06,18.01,0
5.34,4.14,7.41,1143.48,52.85,0
6.58,2.97,4.65,208.91,69.89,1
7.78,1.15,0.04,382.95,193.99,1
8.82,0.04,6.72,1576.09,422.34,0
7.89,1.54,0.27,470.9,169.55,1
9.27,5.93,9.22,12.82,43.36,0
7.35,0.63,3.01,571.82,132.98,1
7,1.38,0.6,795.43,275.06,1
6.2,0.04,8.95,1783.39,574.68,0
8.97,4.71,5.44,10.16,40.23,0
5.11,5.24,7.69,1445.71,327.56,0
8.77,0.02,7.2,39.12,24.62,0
7.25,2.22,2.38,378.59,182.12,1
9.15,4.65,9.53,1915.91,389.36,0
7.15,0.91,4.4,185.61,130.96,1
5.79,0.06,6.09,36.62,41.82,0
8.64,5.34,7.88,1235.54,463.51,0
6.68,0.94,4.04,120.58,77.77,1
6.38,5.95,6.18,1273.18,56.32,0
7.79,0.99,4.44,86.93,132.93,1
8.94,4.44,8.13,1583.12,317.76,0
6.14,5.79,8.52,1147.69,532.04,0
8.79,4.51,8.56,946.61,11.81,0
5.02,0.02,9.71,10.16,41.1,0
9.33,5.39,5.85,32.2,512.88,0
5.26,4.66,5.76,16.62,396.32,0
5.51,0.05,6.86,978.09,480.08,0
8.81,0.03,9.54,25.93,578.22,0
9.3,4.25,5.27,36.07,27.68,0
8.49,1.97,0.86,159.31,199.23,1
7.08,3.82,4.55,112.79,138.36,1
6.9,0.23,1.66,459.57,249.36,1
7.22,0.8,0.87,755.76,112.51,1
7.17,2.3,0.83,356.81,157.67,1
5.03,0.08,5.83,25.52,39.64,0
6.78,1.27,0.93,683.83,206.8,1
7.39,2.99,3.72,166.01,110.74,1
7.88,2.42,2.85,601.67,155.99,1
7.45,2.5,2.76,789.14,141.34,1
7.04,3.84,0.96,628.86,76.12,1
8.41,0.86,3.95,653.18,195.61,1
6.74,3.22,2.53,177.17,185.66,1
6.09,5.18,8.07,16.77,565.99,0
7.13,2.74,1.74,799.02,79.55,1
9.35,4.85,5.47,1359.23,23.13,0
7.75,1.39,4.86,211.57,68.46,1
7.29,3.81,1.72,774.71,208.32,1
8.1,2.18,2.27,562.8,269.49,1
7.25,0.8,4.63,740.23,213.58,1
5.36,5.3,7.76,1798.28,42.55,0
8.36,2.82,3.3,608.86,260.17,1
8.16,0.74,1.02,721.91,239.24,1
6.02,4.48,5.3,1283.95,550.37,0
7.77,0.12,0.21,594.93,130.4,1
7.21,3.56,4,720.85,299.08,1
7.82,2.63,3.09,119.98,81.83,1
9.26,0.06,8.8,11,578.3,0
8.28,1.64,4.58,326.67,244.51,1
6.86,2.06,1.75,373.99,221.87,1
8.79,0.07,8.92,29.87,9.95,0
9.31,5,9.68,1990.05,389.3,0
6.84,2.76,3.05,682.23,178.76,1
7.7,1.46,2.28,118.43,75.84,1
6.13,0.02,6.29,42.87,528.86,0
5.32,0.07,7.05,1700.21,480.57,0
5.14,0.08,6.16,886.44,513.06,0
7.42,0.87,3.62,536.6,78.48,1
7.69,0.2,4.46,656.93,75.22,1
5.29,0.02,7.2,20.03,438.66,0
5.45,0.04,7.5,25.5,445.68,0
8.72,0.04,9.01,22.65,4.81,0
8.74,4.8,8.27,1785.3,36.21,0
8.62,0.02,5.57,12.57,576.59,0
5.05,0.03,9.08,935.44,47.52,0
8.17,1.25,1.17,329.58,272.25,1
8.9,0.02,8.12,31.76,48.98,0
8.68,0.05,6.97,1674.28,2.71,0
6.86,2.65,4.54,272.13,90.38,1
5.18,0.05,8.7,1191.21,409.71,0
7.79,0.45,3.04,179.47,149.17,1
6.68,0.75,1.28,391.79,257.74,1
6.38,0.06,6.85,28.26,48.78,0
5.9,4.75,8.96,838.76,526.07,0
6.69,2.28,2.48,505.99,111.21,1
5.4,0.06,8.07,15.53,54.2,0
6.75,1.09,4.82,99.93,92.81,1
7.17,3.29,0.6,372.45,142.7,1
9.18,0.01,8.6,1530.93,413.28,0
7.8,2.95,1.88,461.48,154.98,1
7.61,3.06,1.49,641.73,185.53,1
5.16,0.01,9.13,1409.55,42.3,0
6.36,4.15,7.84,21.1,319.58,0
7.89,1.71,3.51,122.68,292.13,1
6.26,5.82,5.84,1815.29,29.67,0
5.63,0.02,6.86,1754.88,599.18,0
8.26,1.53,3.81,222.49,257.09,1
7.99,3.04,1.07,671.65,154.81,1
6.59,2.8,2,371.94,105.74,1
7.84,2.4,1.46,298.14,236.99,1
8.86,0.04,7.36,44.65,49.45,0
8.79,0,7.41,30.59,368.02,0
7.37,0.31,1.01,481.54,98.64,1
5.52,5.77,7.42,1103.17,423.22,0
8.03,0.62,2.09,436.47,275.23,1
5.74,5.66,7.91,30.62,352.53,0
8.23,0.67,0.13,581.15,162.43,1
7.99,0.14,3.07,487.16,160.06,1
9.17,0.03,6.92,912.54,454,0
7.04,2.96,0.96,73.55,85.22,1
8.32,1.06,2.16,338.84,172.91,1
7.23,2.91,3.43,420.08,194.97,1
7.26,2.35,3.39,792.29,244.83,1
8.44,2.62,4.37,322.95,91.79,1
9.45,4.41,6.6,37.97,310.09,0
8.73,5.08,5.26,13.52,24.93,0
7.82,0.72,1.49,146.06,299.23,1
8.29,2.14,2.54,735.9,269.99,1
6.95,2.26,1.42,330.58,217.21,1
6.04,0.06,6.9,36.74,0.09,0
6.2,5.51,6.9,32.2,442.27,0
6.62,0.45,0.38,246.84,128.67,1
7.89,2.64,4.8,124.21,274.58,1
8.78,0.08,5.58,28.25,16.77,0
9.34,5.08,8.74,38.06,18.8,0
9.14,0.06,7.94,1726.51,391.63,0
5.93,0.01,5.19,45.46,3.71,0
7.57,2.73,4.13,227.78,214.8,1
7.32,0.5,3.39,323.17,273.23,1
7.42,0.61,4.03,127.4,87.82,1
5.71,0.03,8.55,19.5,550.44,0
6.64,0.76,3.03,351.23,150.01,1
5.9,0.03,5.51,28.33,7.96,0
8.71,5.01,6.87,28.25,26,0
7.78,0.19,1.94,430.49,273.22,1
6.55,1.43,2.57,590.24,265.51,1
6.15,4.41,6.03,24.17,498.5,0
8.16,2.31,2.46,149.37,74.07,1
9.23,0.04,8.44,36.86,425.54,0
7.15,0.24,4.85,85.71,266.75,1
9.36,5.68,7.74,953.3,574.98,0
5.24,0.04,6.03,35.04,550.97,0
8.44,0.93,4.68,73.5,218.66,1
7.42,0.24,0.72,606.4,170.69,1
6.99,1.69,2.43,480.37,287.02,1
7.29,1.33,0.55,458.94,86.34,1
9.36,0.07,9.71,42.97,576.68,0
5.81,0.06,8.35,22.54,1.62,0
7.11,2.16,0.32,319.38,74.74,1
8.87,0.02,9.5,37.76,52.05,0
7.65,2.04,3.17,289.32,120.55,1
7.87,0.29,3.69,237.24,160.91,1
5.33,0.07,6.62,39.63,31.64,0
6.76,0.75,2.37,342.58,285.85,1
8.79,0.02,9.68,22.32,415.3,0
5.04,0.05,9.59,861.17,554.71,0
6.25,5.83,7.29,848.85,508.89,0
5.93,0.05,9.31,18.44,19.77,0
7.19,2.12,3.16,398.25,226.83,1
8.23,3.54,1.43,608.37,72.84,1
5.67,0.01,5.52,811.8,48.3,0
6.36,4.11,7.51,1104.35,20.25,0
7.06,0.32,0.3,724.11,66.5,1
6.58,0.14,3.45,564.94,249.75,1
6.8,1.85,4.26,155.77,98.77,1
9.22,5.67,5.5,1246.07,41.99,0
6.75,1.1,2.17,219.85,207.91,1
8.83,0.05,6.96,1407.41,42.34,0
5.71,0.08,7.22,1283.02,379.01,0
6.61,2.66,3.01,137.61,153.11,1
6.77,1.13,0.46,648.53,189.92,1
8.78,0.09,5.7,1952.15,397.83,0
6.66,3.14,3.03,644.44,285.7,1
5.1,0.07,6.18,29.74,448.6,0
8.74,0.05,8.94,1979.54,57.46,0
8.79,0.02,8.28,1852.91,24.8,0
6.9,3.74,4.91,210.73,265.2,1
8.08,0.61,0.18,510.79,144.32,1
5.7,0.06,8.74,1579.68,379.79,0
7.27,3.96,1.9,57.96,242.53,1
6.37,0.04,5.29,1158.27,571,0
9.21,4.63,5.89,37.07,27.35,0
8.47,0.91,1.86,459.5,74.38,1
9.11,0.09,6.03,1425.25,484.35,0
7.51,3.61,2.6,621.26,114.85,1
6.73,0.69,3.44,588.77,111.11,1
7.67,0.3,3.47,329.32,260.46,1
5.24,4.33,6.89,47.5,1.32,0
8.65,4.89,6.76,1611.18,31.3,0
6.52,1.83,2.95,263.49,198.34,1
8.66,5.81,9.23,14.06,406.04,0
8.98,0.01,8.23,46.18,344.22,0
7.5,2.61,0.1,219.02,227.48,1
8.81,0.04,7.13,17.08,33.88,0
7.86,0.54,4.38,727.49,167.01,1
6.89,2.74,1.57,569.19,120.9,1
6.52,0.52,1.63,360.79,73.98,1
7.18,3.76,2.43,118.97,88.65,1
7.69,1.49,0.01,207.64,262.58,1
8.99,0.02,7.72,1565.99,576.51,0
5.55,4.5,5.65,46.52,56.62,0
9.16,5.14,7.16,1726.78,41.73,0
6.1,4.33,5.62,1277.6,574.98,0
8.89,0.05,6.57,1086.45,435.09,0
5.57,4.55,5.8,1815.43,44.03,0
5.65,4.98,8.62,1763.59,27.85,0
9.19,5.86,8.98,1250.9,326.01,0
6.88,3.07,2.78,268.55,151.38,1
7.71,2.42,0.19,604.61,120.88,1
5.38,5.87,6.73,1538.6,337.56,0
7.22,1.99,0.28,107.64,248.71,1
5.5,5.44,9.64,1018.78,528.2,0
8.16,3.46,0.52,635.15,257.07,1
9.27,0.04,9.5,1296.67,10.51,0
7.29,2.3,3.29,203.52,288.95,1
5.41,0.04,6.27,1184.37,31.66,0
8.65,0.03,9.12,1647.24,309.37,0
6.1,0.06,5.2,1749.91,576.59,0
7.2,2.74,4.86,50.23,83.21,1
8.61,4.76,7.86,13.13,385.82,0
7.42,4,3.58,306.16,112.51,1
6.64,2.46,1.95,216.21,158.02,1
7.43,3.5,3.6,248.74,242.88,1
8.17,2.36,0.61,483.37,217.67,1
9.12,0.05,8.69,1653.29,1.1,0
5.32,0.05,9.16,25.26,321.33,0
6.2,0.01,8.39,15.89,367.29,0
9.06,4.84,5.54,1277.6,460.6,0
6.8,0.96,0.6,277.9,96.15,1
5.75,0.06,8.29,22.99,413.23,0
8.77,5.27,9.74,1830.17,26.7,0
8.73,4.75,8.82,48.98,356.65,0
6.62,1.83,3.9,751.28,282.39,1
7.24,3.49,3.23,268.48,125.34,1
8.33,1.64,1.82,552.95,97.85,1
7.11,0.26,0.03,433.64,238.04,1
6.08,4.57,8.36,22.03,478.88,0
8.2,3.79,2.34,66.67,250.21,1
7.93,3.54,2.91,584.3,127.82,1
7.38,1.42,0.61,222.3,276.99,1
6.34,0.08,8.85,25.07,336.49,0
6.24,0.04,9.98,1261.09,52.75,0
6.61,0.79,2.38,543.65,299.21,1
8.27,3.76,2.23,535.22,163.42,1
6.27,0.05,5.34,19.6,36.97,0
7.82,1.45,4.35,555.4,239.2,1
7.02,2.78,3.99,240.01,139.83,1
5.63,0.01,6.15,1682.58,31.49,0
5.92,0.01,8.42,34.48,530.67,0
7.05,3.26,1.69,716.41,274.26,1
8.8,0.06,5.66,978.09,419.79,0
7.11,0.26,3.12,729.6,200.85,1
5.96,0.07,9.93,11.66,27.96,0
5.98,0.07,8.43,34.57,561.14,0
8.96,5.12,7.62,1639.08,2.24,0
9.44,0.08,7.61,814.63,598.67,0
6.4,0.01,6.32,1290.07,55.69,0
6.94,0.64,4.58,251.79,283.68,1
5.05,4.22,7.35,35.33,486.83,0
5.6,0.07,7.26,44.9,35.17,0
6.74,3.07,1.06,344.88,85.68,1
9.26,0.04,5.54,35.52,27.77,0
6.74,1.72,2.03,696.72,220.76,1
8.02,0.62,4.57,722.36,113.42,1
5.86,4.21,7.44,1908.4,58.45,0
7.51,2.98,4.1,173.17,276.01,1
8.91,5.24,7.93,36.4,18.66,0
8.42,1.14,0.81,671.09,295.12,1
7.57,1.93,1.96,419.9,247.9,1
5.47,0.04,7.14,39.81,44.42,0
8.71,5.92,5.15,1883.04,484.76,0
5.36,0.05,9.38,19.32,441.12,0
9.18,5.08,6.4,37.18,490.14,0
6.37,0.05,8.04,41.23,41.93,0
9.37,0.01,8.24,1285.81,338.33,0
5.88,4.25,5.52,966.29,329.89,0
8.41,1.74,1.07,457.66,250.29,1
7.48,0.91,4.9,586.37,251.95,1
8.77,5.95,9.27,36.56,467.34,0
7.9,2.76,1.14,669.08,198.51,1
5.34,0.05,8.25,1122.04,40.48,0
6.92,2.56,2.57,293.79,259.31,1
9.16,0.06,5.23,870.65,404.31,0
5.99,0.02,5.21,38.63,331.53,0
9.49,0.05,9.75,1012.99,355.78,0
9.09,4.12,5.88,1563.02,32.27,0
5.88,4.6,8.97,1485.48,41.57,0
9.17,4.86,5.68,1547.72,419.94,0
7.33,1.06,3.8,340.87,243.91,1
7.53,2.02,2.35,712.38,90.57,1
5.25,0.07,9.13,1576.09,516.44,0
9.11,0.06,9.4,44.36,24.33,0
9.5,4.37,6.97,43.9,21.97,0
7.44,1.24,2.81,142.77,115.4,1
5.09,0.07,7.31,15.89,53.67,0
8.29,3.12,4.26,318.96,168.85,1
7.18,2.15,2.78,451.62,248,1
8.67,0.02,5.19,1913.35,572.43,0
9.24,4.78,5.4,33.71,351.31,0
6.8,3.19,2.16,652.68,203.07,1
5.31,5.74,8.22,978.92,590.21,0
7.77,1.82,4.77,118.56,222.04,1
7.76,3.24,1.27,583.16,94.11,1
6.15,0.04,8.26,33.36,466.48,0
5.79,0.06,5.96,868.11,55.39,0
9.3,4.52,9.42,41.01,352.56,0
8.85,4.65,6.9,20.53,513.24,0
8.22,3.74,3.63,113.59,234.63,1
8.25,0.36,1.77,511.84,257.17,1
8.79,0.04,6.46,11.38,26.63,0
8.7,0.01,7.5,1563.02,46.4,0
5.81,4.45,7.61,1379.65,546.78,0
7.72,3.43,1.7,211.17,219.88,1
9.46,0.02,5.86,37.98,28.17,0
9.34,0.02,6.21,46.54,3.02,0
7.62,2.86,2.68,178.05,137.07,1
8.29,2.91,2.36,57.25,289.59,1
7,0.6,2.44,169.08,283.43,1
5.65,4.13,9.84,1781.07,56.03,0
5.31,0,5.14,12.04,30.66,0
7.28,0.38,2.75,328.92,197.02,1
7.17,2.04,2.15,194.22,110.31,1
7.97,3.51,2.11,390.38,186.88,1
8.44,0.21,3.03,444.87,80.07,1
7.49,1.83,0.65,328.45,246.08,1
5.91,5.15,9.22,1059,490.96,0
8.92,0.01,5.28,25.64,4.05,0
8.48,0.43,2.41,311.37,271.32,1
9.29,0.09,9.72,24.65,19.26,0
8.84,0.01,8.99,1602.51,456.98,0
7.51,1.85,3.74,560.73,259.12,1
9.24,0,5.44,36.13,15.48,0
8.01,3.48,2.46,563.34,209.54,1
6.35,4.96,5.84,14.47,588.56,0
8.87,0.04,8.5,19.26,52.2,0
6.54,1.5,1.94,285.57,242.79,1
7.95,2.21,2.15,710.91,220.3,1
7.69,2.96,3.45,627.53,159.36,1
7.58,1.34,0.15,168.09,133.73,1
5.04,0.06,6.5,32.77,25.34,0
7.32,2.02,3.79,795.99,152.79,1
5.85,0.04,8.99,1919.53,511.35,0
7.25,1.38,3,533.02,133.98,1
6.82,1.2,3.07,627.62,261.59,1
6.37,0.04,8.24,1368.15,28.96,0
6.52,1.53,1.26,699.81,95.31,1
5.18,0,6.74,924.97,23.13,0
5.59,4.67,8.88,47.69,396.96,0
6.68,3.04,4.97,768.71,194.73,1
5.56,0.03,5.18,21.14,25.78,0
6.87,2.62,1.22,727.79,190.95,1
6.29,0.07,6.25,40.16,45.87,0
8.85,5.95,8.31,19.24,455.27,0
9.44,0.02,6.86,1936.96,389.55,0
5.36,4.5,5.33,1420.45,386.31,0
8.74,0,8.43,14.29,1.78,0
7.97,0.13,3.47,779.17,277.86,1
9.1,0.07,5.33,18.61,351.31,0
9.48,0.03,5.32,43.84,444.82,0
6.27,4.84,8.47,1612.06,40.21,0
5.74,0.04,5.93,33.25,532.22,0
9,5.77,9.73,1864,575.86,0
8.05,0.23,0.79,155.39,113.28,1
8.99,5.12,6.92,1130.89,356.92,0
7.51,1.69,2.55,516.93,174.5,1
7.76,3.44,1.82,797.93,198.37,1
7.83,1.98,3.43,734.1,246.05,1
6.82,3.78,3.59,454.56,94.92,1
8.76,0.01,6.85,36.99,3.61,0
7.98,2.53,2.03,259.68,285.31,1
7.52,3.46,0.37,249.33,161.87,1
9.08,0.04,5.59,1578.15,386.23,0
7.36,1.16,2.69,398.93,249.05,1
5.74,0.09,6.14,924.75,571.78,0
7.06,0.7,2.46,532.02,268.64,1
7.33,1.02,4.28,491.9,285.73,1
6.96,3.49,3.69,86.4,291.54,1
7.25,3.48,4.74,57.65,138.42,1
7.66,0.1,4.85,480.31,227.2,1
7.28,0.66,1.58,648.36,70.19,1
6.2,0.02,6.04,1890.39,52.75,0
5.91,0.06,6.14,35.55,450.96,0
5.13,5.12,7.65,1624.29,336.53,0
8.96,4.74,7.06,16.49,440.54,0
5.08,0.05,5.74,21.62,38.5,0
5.16,5.38,5.14,20.38,44.06,0
5.47,0.09,8.5,36.13,10.39,0
8.8,4.21,6.83,1600.34,56.81,0
9.3,0.05,9.6,47.48,386.67,0
8.62,5.8,8.44,1970.03,12.15,0
8.21,2.43,0.3,454.32,70.89,1
6.4,0.07,5.5,32.49,36.98,0
8.5,1.11,0.95,431.56,242.56,1
8.65,5.84,9.41,880.13,499.86,0
6.02,5.07,6.98,13.2,590.18,0
8.24,3.28,2.03,475.21,289.6,1
8.98,0.05,7.97,36.21,34.87,0
6.74,2.17,4.84,505.91,78.05,1
7.85,0.43,0.96,532.37,102.76,1
6.08,4.94,7.71,24.93,434.88,0
8.73,0.08,9.08,1920.72,568.32,0
8.63,4.94,6.85,26.46,492.97,0
6.55,2.68,1.66,483.24,270.55,1
7.24,0.93,1.82,213.69,271.03,1
8.68,5.12,8.44,28.06,22.7,0
6.94,0.4,3.39,92.71,215.47,1
9.31,0.03,9.07,1829.21,55.74,0
5.48,0.02,6.14,45,39.07,0
9.02,0.06,5.56,18.48,22.8,0
7.3,0.61,0.41,143.84,85.66,1
5.72,5.08,7.36,16.04,557.45,0
9.46,4.97,5.45,1507.31,379.55,0
8.99,5.86,6.36,1880.89,14.32,0
7.51,3.87,4.1,199.87,207.8,1
6.66,1.28,2.95,55.66,280.95,1
8.82,0.03,5.21,1357.61,347.74,0
9.37,0.08,9.01,963.82,568.95,0
8.8,0.04,5.19,14.19,593.35,0
5.95,5.13,9.71,35.78,35.71,0
5.74,5.36,9.76,27.48,484.08,0
8.86,5.09,9.3,35.45,44.75,0
5.97,5.69,9.11,1484.72,584.72,0
7.91,2.95,0.84,379.05,230.3,1
5.35,0.08,6.8,38.17,508.88,0
6.2,4.45,9.32,809.96,15.87,0
5.54,4.68,5.87,25.98,575.28,0
6.02,5.34,6.48,962.29,29.67,0
5.28,4.57,5.58,42.36,343.01,0
9.35,4.83,6.13,25.9,349.04,0
9.11,0.04,7.51,1227.92,13.32,0
5.29,4.43,9.57,38.48,389.09,0
9.2,4.54,8.37,38.31,31.24,0
5.99,4.64,7.13,1246.07,42.44,0
8.11,2.33,2.23,796.02,230.86,1
7.54,2.2,4.43,220.77,154.85,1
5.85,0.02,9.8,30.09,323.77,0
6.02,5.15,9.72,815.83,43.7,0
9.35,5.16,8.5,48.92,351.47,0
7.71,2.12,4.66,400.74,74.98,1
8.11,0.17,2.02,780.7,172.15,1
6.94,2.15,1.35,221.13,78.97,1
6.58,0.87,1.7,490.52,185.58,1
5.63,4.69,8.29,927.96,27.35,0
7.19,3.89,1.27,545.29,223.57,1
7.11,0.64,4.63,748.13,258.36,1
7.15,1.36,0.3,88.23,202.27,1
7.91,1.43,0.59,445.42,93.53,1
5.78,0.06,5.62,969.34,527.72,0
9,0.09,6.63,26.85,52.86,0
9.07,0.05,8.96,990.93,54.67,0
7.24,3.65,1.59,765.96,246.99,1
9.18,4.71,5.38,16.74,485.21,0
9.1,4.22,8.94,34.48,555.16,0
8.06,1,2.21,70.37,201.63,1
5.62,0.08,8.27,1403.06,434.87,0
8.81,5.61,7.18,19.89,575.16,0
8.29,3.59,0.77,237.93,162.35,1
7.85,2.92,1.12,167.63,228.31,1
8.48,3.32,3.4,674.2,267.78,1
8.4,1.01,0.2,160.1,299.41,1
8.85,4.5,5.4,1539.31,523.94,0
5.21,0.09,9.24,11.79,52.1,0
8.03,0.38,3.27,418.56,131.27,1
5.61,5.44,5.89,1811.23,22.83,0
6.62,0.45,2.05,660.82,181.4,1
5.73,5.68,7.71,1141.7,18.97,0
7.35,3.31,0.64,251.87,193.65,1
9.15,4.56,9.2,46.54,39.3,0
7.65,0.38,3.28,409.94,268.25,1
6.39,0.07,9.05,45.44,4,0
5.98,0.05,9.07,929.33,502.12,0
5.72,0.01,5.54,12.93,464.69,0
5.21,5.76,8.26,20.8,4.85,0
7.48,3.26,0.63,579.43,295.5,1
8.48,0.79,4.86,132.83,78.71,1
7.15,2.43,4.18,591.92,268.15,1
8.93,5.56,5.93,43.76,310.07,0
8.89,4.9,6.4,1712.4,27.79,0
6.12,0.02,5.2,24.55,1.09,0
7.32,2.9,4.93,471.75,139.28,1
6.21,0.05,6.05,45.02,321.34,0
8.36,2.93,4.77,265.88,196,1
7.55,0.84,3.41,316.43,64.91,1
6.98,2.01,4,263.59,122.84,1
6.7,0.83,0.35,458.89,86.48,1
5.91,0.08,9.42,20.5,6.45,0
7.38,1.38,4.78,570.67,247.64,1
7.82,1.71,0.87,187.75,155.38,1
8.39,3.92,4.8,343.58,258.13,1
8.6,5.99,7.09,13.97,54.75,0
6.66,0.49,0.34,608.51,156.3,1
7.97,3.9,1.28,445.53,299.4,1
6.54,3.79,0.63,58.05,244.87,1
9.17,0.09,8.89,16.13,380.59,0
5.97,0.04,6.72,1357.23,451.61,0
8.09,3.4,2.05,474.36,73.93,1
9.44,0.06,8.47,1704.88,8.28,0
6.6,2.53,4.29,753.77,178.49,1
6.57,2.87,0.54,606.57,267.03,1
6.33,4.85,8.62,1660.62,44.22,0
5.79,5.35,5.23,14.29,431.87,0
7.59,2.81,4.34,111.8,297.53,1
5.13,5.88,6.97,1629.89,410.43,0
9.35,0.05,7.45,32.89,551.76,0
6.02,0.08,9.27,43.55,557.97,0
8.66,5.63,8.2,1193.61,12.65,0
6.5,3.87,4.26,575.3,69.88,1
5.91,4.86,6.11,39.1,474.09,0
9.08,4.91,6.25,26.87,8.81,0
7.3,1.58,4.16,215.48,93.37,1
5.59,0.07,8.04,26.5,21.67,0
7.06,2.8,3.87,331.85,88.36,1
8.87,0.06,8.38,1945.57,476.93,0
9,5.42,9.11,915.27,568.95,0
6.6,0.54,3.39,465.12,272.55,1
5.42,5.56,9.5,45.02,558.99,0
6.25,0.04,7.49,1823.36,599,0
5.94,0,9.32,21.17,548.68,0
8.63,5.55,8.71,12.04,317.3,0
